iterations,first loss function,second loss function,norm of d,measure of Pareto stationarity
26,0.6801978945732117,0.07525652647018433,0.0219035019565814,0.02133643813431263
27,0.6801203489303589,0.07524649053812027,0.0219035019565814,0.02133643813431263
28,0.6800429224967957,0.07523644715547562,0.0219035019565814,0.02133643813431263
29,0.6799654960632324,0.07522639632225037,0.0219035019565814,0.02133643813431263
30,0.679888129234314,0.07521635293960571,0.0219035019565814,0.02133643813431263
31,0.6798109412193298,0.07520632445812225,0.0219035019565814,0.02133643813431263
32,0.6797335743904114,0.0751962959766388,0.0219035019565814,0.02133643813431263
33,0.6796563863754272,0.07518624514341354,0.0219035019565814,0.02133643813431263
34,0.6795791983604431,0.07517622411251068,0.0219035019565814,0.02133643813431263
35,0.6795020699501038,0.07516620308160782,0.0219035019565814,0.02133643813431263
36,0.6794250011444092,0.07515616714954376,0.0219035019565814,0.02133643813431263
37,0.6793479919433594,0.0751461386680603,0.0219035019565814,0.02133643813431263
38,0.6792709827423096,0.07513611763715744,0.0219035019565814,0.02133643813431263
39,0.6791940927505493,0.07512610405683517,0.0219035019565814,0.02133643813431263
40,0.6791172027587891,0.07511609047651291,0.0219035019565814,0.02133643813431263
41,0.6790403723716736,0.07510606199502945,0.0219035019565814,0.02133643813431263
42,0.6789636015892029,0.07509606331586838,0.0219035019565814,0.02133643813431263
43,0.6788867712020874,0.07508604228496552,0.0219035019565814,0.02133643813431263
44,0.6788101196289062,0.07507602870464325,0.0219035019565814,0.02133643813431263
45,0.6787334680557251,0.07506601512432098,0.0219035019565814,0.02133643813431263
46,0.6786568760871887,0.07505600899457932,0.0219035019565814,0.02133643813431263
47,0.6785802245140076,0.07504601776599884,0.0219035019565814,0.02133643813431263
48,0.6785038113594055,0.07503601163625717,0.0219035019565814,0.02133643813431263
49,0.6784272789955139,0.0750260129570961,0.0219035019565814,0.02133643813431263
50,0.6783508658409119,0.07501602172851562,0.0219035019565814,0.02133643813431263
51,0.6782745122909546,0.07500602304935455,0.0219035019565814,0.02133643813431263
52,0.6781980991363525,0.07499603182077408,0.0219035019565814,0.02133643813431263
53,0.6781218647956848,0.074986033141613,0.0219035019565814,0.02133643813431263
54,0.6780456304550171,0.07497605681419373,0.0219035019565814,0.02133643813431263
55,0.6779693961143494,0.07496607303619385,0.0219035019565814,0.02133643813431263
56,0.6778932809829712,0.07495608180761337,0.0219035019565814,0.02133643813431263
57,0.6778171062469482,0.07494610548019409,0.0219035019565814,0.02133643813431263
58,0.6777411103248596,0.07493612170219421,0.0219035019565814,0.02133643813431263
59,0.6776650547981262,0.07492615282535553,0.0219035019565814,0.02133643813431263
60,0.6775891184806824,0.07491616904735565,0.0219035019565814,0.02133643813431263
61,0.6775131225585938,0.07490620017051697,0.0219035019565814,0.02133643813431263
62,0.6774373054504395,0.07489622384309769,0.0219035019565814,0.02133643813431263
63,0.6773614287376404,0.074886254966259,0.0219035019565814,0.02133643813431263
64,0.6772856712341309,0.07487629354000092,0.0219035019565814,0.02133643813431263
65,0.6772099733352661,0.07486633211374283,0.0219035019565814,0.02133643813431263
66,0.6771342754364014,0.07485636323690414,0.0219035019565814,0.02133643813431263
67,0.6770585775375366,0.07484640181064606,0.0219035019565814,0.02133643813431263
68,0.6769829392433167,0.07483644783496857,0.0219035019565814,0.02133643813431263
69,0.6769074201583862,0.07482648640871048,0.0219035019565814,0.02133643813431263
70,0.676831841468811,0.07481653243303299,0.0219035019565814,0.02133643813431263
71,0.6767563819885254,0.0748065710067749,0.0219035019565814,0.02133643813431263
72,0.6766809225082397,0.0747966319322586,0.0219035019565814,0.02133643813431263
73,0.6766056418418884,0.07478668540716171,0.0219035019565814,0.02133643813431263
74,0.6765303015708923,0.07477673888206482,0.0219035019565814,0.02133643813431263
75,0.6764549612998962,0.07476679235696793,0.0219035019565814,0.02133643813431263
76,0.6763797402381897,0.07475684583187103,0.0219035019565814,0.02133643813431263
77,0.6763045787811279,0.07474690675735474,0.0219035019565814,0.02133643813431263
78,0.6762293577194214,0.07473696768283844,0.0219035019565814,0.02133643813431263
79,0.6761541962623596,0.07472704350948334,0.0219035019565814,0.02133643813431263
80,0.6760792136192322,0.07471711188554764,0.0219035019565814,0.02133643813431263
81,0.67600417137146,0.07470718026161194,0.0219035019565814,0.02133643813431263
82,0.6759292483329773,0.07469724863767624,0.0219035019565814,0.02133643813431263
83,0.6758542060852051,0.07468731701374054,0.0219035019565814,0.02133643813431263
84,0.6757793426513672,0.07467740029096603,0.0219035019565814,0.02133643813431263
85,0.6757044792175293,0.07466747611761093,0.0219035019565814,0.02133643813431263
86,0.6756296753883362,0.07465755939483643,0.0219035019565814,0.02133643813431263
87,0.6755549311637878,0.07464763522148132,0.0219035019565814,0.02133643813431263
88,0.6754801869392395,0.07463771849870682,0.0219035019565814,0.02133643813431263
89,0.6754055619239807,0.07462780922651291,0.0219035019565814,0.02133643813431263
90,0.6753309965133667,0.0746178925037384,0.0219035019565814,0.02133643813431263
91,0.6752563714981079,0.0746079832315445,0.0219035019565814,0.02133643813431263
92,0.6751818060874939,0.07459807395935059,0.0219035019565814,0.02133643813431263
93,0.6751073598861694,0.07458817213773727,0.0219035019565814,0.02133643813431263
94,0.6750328540802002,0.07457826286554337,0.0219035019565814,0.02133643813431263
95,0.6749584674835205,0.07456836849451065,0.0219035019565814,0.02133643813431263
96,0.6748841404914856,0.07455846667289734,0.0219035019565814,0.02133643813431263
97,0.6748098134994507,0.07454857230186462,0.0219035019565814,0.02133643813431263
98,0.6747355461120605,0.07453867793083191,0.0219035019565814,0.02133643813431263
99,0.6746613383293152,0.0745287835597992,0.0219035019565814,0.02133643813431263
100,0.674587070941925,0.07451889663934708,0.0219035019565814,0.02133643813431263
101,0.6745129227638245,0.07450900971889496,0.0219035019565814,0.02133643813431263
102,0.6744388341903687,0.07449911534786224,0.0219035019565814,0.02133643813431263
103,0.6743648052215576,0.07448922842741013,0.0219035019565814,0.02133643813431263
104,0.6742907762527466,0.0744793489575386,0.0219035019565814,0.02133643813431263
105,0.6742168664932251,0.07446946948766708,0.0219035019565814,0.02133643813431263
106,0.6741428971290588,0.07445957511663437,0.0219035019565814,0.02133643813431263
107,0.6740689873695374,0.07444971799850464,0.0219035019565814,0.02133643813431263
108,0.6739951968193054,0.07443983852863312,0.0219035019565814,0.02133643813431263
109,0.6739213466644287,0.07442997395992279,0.0219035019565814,0.02133643813431263
110,0.6738476157188416,0.07442009449005127,0.0219035019565814,0.02133643813431263
111,0.6737738847732544,0.07441022992134094,0.0219035019565814,0.02133643813431263
112,0.673700213432312,0.07440035790205002,0.0219035019565814,0.02133643813431263
113,0.6736266016960144,0.0743904858827591,0.0219035019565814,0.02133643813431263
114,0.6735529899597168,0.07438062876462936,0.0219035019565814,0.02133643813431263
115,0.673479437828064,0.07437077164649963,0.0219035019565814,0.02133643813431263
116,0.6734059453010559,0.0743609070777893,0.0219035019565814,0.02133643813431263
117,0.6733325123786926,0.07435105741024017,0.0219035019565814,0.02133643813431263
118,0.6732590794563293,0.07434120029211044,0.0219035019565814,0.02133643813431263
119,0.6731857061386108,0.07433134317398071,0.0219035019565814,0.02133643813431263
120,0.6731123924255371,0.07432150095701218,0.0219035019565814,0.02133643813431263
121,0.6730390787124634,0.07431164383888245,0.0219035019565814,0.02133643813431263
122,0.6729658246040344,0.07430180162191391,0.0219035019565814,0.02133643813431263
123,0.6728925704956055,0.07429195195436478,0.0219035019565814,0.02133643813431263
124,0.6728194952011108,0.07428210973739624,0.0219035019565814,0.02133643813431263
125,0.6727463603019714,0.0742722675204277,0.0219035019565814,0.02133643813431263
126,0.6726732850074768,0.07426243275403976,0.0219035019565814,0.02133643813431263
127,0.672600269317627,0.07425259053707123,0.0219035019565814,0.02133643813431263
128,0.6725273132324219,0.07424276322126389,0.0219035019565814,0.02133643813431263
129,0.672454297542572,0.07423293590545654,0.0219035019565814,0.02133643813431263
130,0.6723814010620117,0.0742231011390686,0.0219035019565814,0.02133643813431263
131,0.6723085045814514,0.07421326637268066,0.0219035019565814,0.02133643813431263
132,0.6722357273101807,0.07420343905687332,0.0219035019565814,0.02133643813431263
133,0.6721629500389099,0.07419361174106598,0.0219035019565814,0.02133643813431263
134,0.6720902323722839,0.07418379187583923,0.0219035019565814,0.02133643813431263
135,0.672017514705658,0.07417397201061249,0.0219035019565814,0.02133643813431263
136,0.6719448566436768,0.07416415214538574,0.0219035019565814,0.02133643813431263
137,0.6718722581863403,0.0741543397307396,0.0219035019565814,0.02133643813431263
138,0.6717997193336487,0.07414451986551285,0.0219035019565814,0.02133643813431263
139,0.671727180480957,0.0741347000002861,0.0219035019565814,0.02133643813431263
140,0.6716546416282654,0.07412490248680115,0.0219035019565814,0.02133643813431263
141,0.6715822219848633,0.074115090072155,0.0219035019565814,0.02133643813431263
142,0.6715098023414612,0.07410527765750885,0.0219035019565814,0.02133643813431263
143,0.6714374423027039,0.0740954726934433,0.0219035019565814,0.02133643813431263
144,0.6713652014732361,0.07408566772937775,0.0219035019565814,0.02133643813431263
145,0.6712928414344788,0.0740758627653122,0.0219035019565814,0.02133643813431263
146,0.671220600605011,0.07406605780124664,0.0219035019565814,0.02133643813431263
147,0.671148419380188,0.07405626773834229,0.0219035019565814,0.02133643813431263
148,0.6710762977600098,0.07404647767543793,0.0219035019565814,0.02133643813431263
149,0.6710041165351868,0.07403668016195297,0.0219035019565814,0.02133643813431263
150,0.6709320545196533,0.07402688264846802,0.0219035019565814,0.02133643813431263
151,0.6708600521087646,0.07401709258556366,0.0219035019565814,0.02133643813431263
152,0.6707881093025208,0.0740073025226593,0.0219035019565814,0.02133643813431263
153,0.6707162261009216,0.07399751991033554,0.0219035019565814,0.02133643813431263
154,0.670644223690033,0.07398773729801178,0.0219035019565814,0.02133643813431263
155,0.6705723404884338,0.07397796213626862,0.0219035019565814,0.02133643813431263
156,0.6705005764961243,0.07396818697452545,0.0219035019565814,0.02133643813431263
157,0.6704287528991699,0.07395840436220169,0.0219035019565814,0.02133643813431263
158,0.6703570485115051,0.07394862174987793,0.0219035019565814,0.02133643813431263
159,0.6702853441238403,0.07393884658813477,0.0219035019565814,0.02133643813431263
160,0.6702136993408203,0.0739290788769722,0.0219035019565814,0.02133643813431263
161,0.6701420545578003,0.07391931116580963,0.0219035019565814,0.02133643813431263
162,0.6700705289840698,0.07390955090522766,0.0219035019565814,0.02133643813431263
163,0.6699989438056946,0.0738997757434845,0.0219035019565814,0.02133643813431263
164,0.6699274778366089,0.07389000803232193,0.0219035019565814,0.02133643813431263
165,0.669856071472168,0.07388024777173996,0.0219035019565814,0.02133643813431263
166,0.669784665107727,0.07387048751115799,0.0219035019565814,0.02133643813431263
167,0.6697132587432861,0.07386073470115662,0.0219035019565814,0.02133643813431263
168,0.6696419715881348,0.07385096698999405,0.0219035019565814,0.02133643813431263
169,0.6695706844329834,0.07384121417999268,0.0219035019565814,0.02133643813431263
170,0.6694993376731873,0.0738314613699913,0.0219035019565814,0.02133643813431263
171,0.6694281697273254,0.07382171601057053,0.0219035019565814,0.02133643813431263
172,0.6693570613861084,0.07381196320056915,0.0219035019565814,0.02133643813431263
173,0.6692858934402466,0.07380222529172897,0.0219035019565814,0.02133643813431263
174,0.6692147850990295,0.0737924724817276,0.0219035019565814,0.02133643813431263
175,0.669143795967102,0.07378272712230682,0.0219035019565814,0.02133643813431263
176,0.6690728068351746,0.07377298921346664,0.0219035019565814,0.02133643813431263
177,0.6690017580986023,0.07376325130462646,0.0219035019565814,0.02133643813431263
178,0.6689309477806091,0.07375350594520569,0.0219035019565814,0.02133643813431263
179,0.6688600182533264,0.0737437829375267,0.0219035019565814,0.02133643813431263
180,0.6687891483306885,0.07373404502868652,0.0219035019565814,0.02133643813431263
181,0.6687183380126953,0.07372431457042694,0.0219035019565814,0.02133643813431263
182,0.6686475872993469,0.07371459156274796,0.0219035019565814,0.02133643813431263
183,0.6685769557952881,0.07370486110448837,0.0219035019565814,0.02133643813431263
184,0.6685062050819397,0.07369513064622879,0.0219035019565814,0.02133643813431263
185,0.6684355735778809,0.0736854076385498,0.0219035019565814,0.02133643813431263
186,0.6683650016784668,0.07367568463087082,0.0219035019565814,0.02133643813431263
187,0.6682944297790527,0.07366596907377243,0.0219035019565814,0.02133643813431263
188,0.6682239174842834,0.07365625351667404,0.0219035019565814,0.02133643813431263
189,0.6681534051895142,0.07364653050899506,0.0219035019565814,0.02133643813431263
190,0.6680830121040344,0.07363682240247726,0.0219035019565814,0.02133643813431263
191,0.6680126190185547,0.07362710684537888,0.0219035019565814,0.02133643813431263
192,0.6679422855377197,0.07361739128828049,0.0219035019565814,0.02133643813431263
193,0.6678719520568848,0.0736076831817627,0.0219035019565814,0.02133643813431263
194,0.6678016781806946,0.0735979825258255,0.0219035019565814,0.02133643813431263
195,0.6677314639091492,0.07358826696872711,0.0219035019565814,0.02133643813431263
196,0.667661190032959,0.07357857376337051,0.0219035019565814,0.02133643813431263
197,0.6675910949707031,0.07356886565685272,0.0219035019565814,0.02133643813431263
198,0.6675209999084473,0.07355917245149612,0.0219035019565814,0.02133643813431263
199,0.6674508452415466,0.07354947179555893,0.0219035019565814,0.02133643813431263
200,0.6673808693885803,0.07353977859020233,0.0219035019565814,0.02133643813431263
201,0.6673107743263245,0.07353007793426514,0.0219035019565814,0.02133643813431263
202,0.6672408580780029,0.07352039217948914,0.0219035019565814,0.02133643813431263
203,0.6671709418296814,0.07351069897413254,0.0219035019565814,0.02133643813431263
204,0.6671010851860046,0.07350102066993713,0.0219035019565814,0.02133643813431263
205,0.6670312881469727,0.07349132001399994,0.0219035019565814,0.02133643813431263
206,0.6669614315032959,0.07348164170980453,0.0219035019565814,0.02133643813431263
207,0.6668916344642639,0.07347196340560913,0.0219035019565814,0.02133643813431263
208,0.6668219566345215,0.07346227765083313,0.0219035019565814,0.02133643813431263
209,0.666752278804779,0.07345259934663773,0.0219035019565814,0.02133643813431263
210,0.6666825413703918,0.07344292849302292,0.0219035019565814,0.02133643813431263
211,0.6666130423545837,0.07343325763940811,0.0219035019565814,0.02133643813431263
212,0.6665434837341309,0.07342357188463211,0.0219035019565814,0.02133643813431263
213,0.666473925113678,0.0734139010310173,0.0219035019565814,0.02133643813431263
214,0.6664044857025146,0.0734042376279831,0.0219035019565814,0.02133643813431263
215,0.6663349866867065,0.07339456677436829,0.0219035019565814,0.02133643813431263
216,0.666265606880188,0.07338491082191467,0.0219035019565814,0.02133643813431263
217,0.6661962270736694,0.07337523996829987,0.0219035019565814,0.02133643813431263
218,0.6661268472671509,0.07336558401584625,0.0219035019565814,0.02133643813431263
219,0.6660575866699219,0.07335592061281204,0.0219035019565814,0.02133643813431263
220,0.6659883260726929,0.07334626466035843,0.0219035019565814,0.02133643813431263
221,0.6659190654754639,0.07333660870790482,0.0219035019565814,0.02133643813431263
222,0.6658499240875244,0.0733269527554512,0.0219035019565814,0.02133643813431263
223,0.6657808423042297,0.07331729680299759,0.0219035019565814,0.02133643813431263
224,0.6657117009162903,0.07330764830112457,0.0219035019565814,0.02133643813431263
225,0.6656425595283508,0.07329799979925156,0.0219035019565814,0.02133643813431263
226,0.6655735969543457,0.07328835874795914,0.0219035019565814,0.02133643813431263
227,0.6655046343803406,0.07327871024608612,0.0219035019565814,0.02133643813431263
228,0.6654356718063354,0.0732690617442131,0.0219035019565814,0.02133643813431263
229,0.6653667688369751,0.07325942069292068,0.0219035019565814,0.02133643813431263
230,0.6652978658676147,0.07324978709220886,0.0219035019565814,0.02133643813431263
231,0.6652290225028992,0.07324015349149704,0.0219035019565814,0.02133643813431263
232,0.6651602983474731,0.07323051244020462,0.0219035019565814,0.02133643813431263
233,0.6650915145874023,0.0732208788394928,0.0219035019565814,0.02133643813431263
234,0.6650227904319763,0.07321123778820038,0.0219035019565814,0.02133643813431263
235,0.6649541854858398,0.07320161163806915,0.0219035019565814,0.02133643813431263
236,0.6648854613304138,0.07319199293851852,0.0219035019565814,0.02133643813431263
237,0.6648169159889221,0.0731823593378067,0.0219035019565814,0.02133643813431263
238,0.6647483110427856,0.07317273318767548,0.0219035019565814,0.02133643813431263
239,0.664679765701294,0.07316310703754425,0.0219035019565814,0.02133643813431263
240,0.664611279964447,0.07315349578857422,0.0219035019565814,0.02133643813431263
241,0.6645428538322449,0.073143869638443,0.0219035019565814,0.02133643813431263
242,0.6644744873046875,0.07313425093889236,0.0219035019565814,0.02133643813431263
243,0.6644060611724854,0.07312463968992233,0.0219035019565814,0.02133643813431263
244,0.6643377542495728,0.0731150358915329,0.0219035019565814,0.02133643813431263
245,0.6642695069313049,0.07310542464256287,0.0219035019565814,0.02133643813431263
246,0.6642012000083923,0.07309581339359283,0.0219035019565814,0.02133643813431263
247,0.6641330122947693,0.0730862021446228,0.0219035019565814,0.02133643813431263
248,0.664064884185791,0.07307659834623337,0.0219035019565814,0.02133643813431263
249,0.663996696472168,0.07306697964668274,0.0219035019565814,0.02133643813431263
250,0.6639286279678345,0.0730573907494545,0.0219035019565814,0.02133643813431263
251,0.6638604998588562,0.07304778695106506,0.0219035019565814,0.02133643813431263
252,0.6637924909591675,0.07303818315267563,0.0219035019565814,0.02133643813431263
253,0.6637244820594788,0.07302858680486679,0.0219035019565814,0.02133643813431263
254,0.6636565327644348,0.07301899045705795,0.0219035019565814,0.02133643813431263
255,0.6635886430740356,0.07300939410924911,0.0219035019565814,0.02133643813431263
256,0.6635208129882812,0.07299980521202087,0.0219035019565814,0.02133643813431263
257,0.6634529232978821,0.07299021631479263,0.0219035019565814,0.02133643813431263
258,0.6633850932121277,0.07298063486814499,0.0219035019565814,0.02133643813431263
259,0.6633173823356628,0.07297103852033615,0.0219035019565814,0.02133643813431263
260,0.6632496118545532,0.07296145707368851,0.0219035019565814,0.02133643813431263
261,0.6631819009780884,0.07295187562704086,0.0219035019565814,0.02133643813431263
262,0.6631143093109131,0.07294229418039322,0.0219035019565814,0.02133643813431263
263,0.6630467176437378,0.07293272018432617,0.0219035019565814,0.02133643813431263
264,0.6629791259765625,0.07292313873767853,0.0219035019565814,0.02133643813431263
265,0.662911593914032,0.07291357219219208,0.0219035019565814,0.02133643813431263
266,0.6628440618515015,0.07290398329496384,0.0219035019565814,0.02133643813431263
267,0.6627766489982605,0.07289441674947739,0.0219035019565814,0.02133643813431263
268,0.6627092361450195,0.07288485020399094,0.0219035019565814,0.02133643813431263
269,0.6626418232917786,0.07287527620792389,0.0219035019565814,0.02133643813431263
270,0.6625744700431824,0.07286571711301804,0.0219035019565814,0.02133643813431263
271,0.6625071167945862,0.07285614311695099,0.0219035019565814,0.02133643813431263
272,0.6624398827552795,0.07284658402204514,0.0219035019565814,0.02133643813431263
273,0.6623726487159729,0.07283702492713928,0.0219035019565814,0.02133643813431263
274,0.662305474281311,0.07282746583223343,0.0219035019565814,0.02133643813431263
275,0.6622382998466492,0.07281790673732758,0.0219035019565814,0.02133643813431263
276,0.6621711850166321,0.07280835509300232,0.0219035019565814,0.02133643813431263
277,0.6621040105819702,0.07279879599809647,0.0219035019565814,0.02133643813431263
278,0.6620370149612427,0.07278924435377121,0.0219035019565814,0.02133643813431263
279,0.6619700193405151,0.07277969270944595,0.0219035019565814,0.02133643813431263
280,0.6619030237197876,0.0727701485157013,0.0219035019565814,0.02133643813431263
281,0.6618360877037048,0.07276059687137604,0.0219035019565814,0.02133643813431263
282,0.6617691516876221,0.07275106012821198,0.0219035019565814,0.02133643813431263
283,0.6617022752761841,0.07274150848388672,0.0219035019565814,0.02133643813431263
284,0.6616354584693909,0.07273197174072266,0.0219035019565814,0.02133643813431263
285,0.6615686416625977,0.072722427546978,0.0219035019565814,0.02133643813431263
286,0.661501944065094,0.07271289080381393,0.0219035019565814,0.02133643813431263
287,0.6614351868629456,0.07270335406064987,0.0219035019565814,0.02133643813431263
288,0.6613684892654419,0.0726938247680664,0.0219035019565814,0.02133643813431263
289,0.6613017916679382,0.07268428802490234,0.0219035019565814,0.02133643813431263
290,0.6612352728843689,0.07267476618289948,0.0219035019565814,0.02133643813431263
291,0.6611686944961548,0.07266522943973541,0.0219035019565814,0.02133643813431263
292,0.6611021757125854,0.07265570014715195,0.0219035019565814,0.02133643813431263
293,0.6610356569290161,0.07264617085456848,0.0219035019565814,0.02133643813431263
294,0.6609691381454468,0.07263664901256561,0.0219035019565814,0.02133643813431263
295,0.6609027981758118,0.07262712717056274,0.0219035019565814,0.02133643813431263
296,0.660836398601532,0.07261760532855988,0.0219035019565814,0.02133643813431263
297,0.660770058631897,0.072608083486557,0.0219035019565814,0.02133643813431263
298,0.660703718662262,0.07259856909513474,0.0219035019565814,0.02133643813431263
299,0.660637378692627,0.07258905470371246,0.0219035019565814,0.02133643813431263
300,0.6605712175369263,0.07257954031229019,0.0219035019565814,0.02133643813431263
301,0.6605049967765808,0.07257003337144852,0.0219035019565814,0.02133643813431263
302,0.6604388356208801,0.07256051898002625,0.0219035019565814,0.02133643813431263
303,0.6603726744651794,0.07255101203918457,0.0219035019565814,0.02133643813431263
304,0.6603066325187683,0.07254151254892349,0.0219035019565814,0.02133643813431263
305,0.6602405309677124,0.07253200560808182,0.0219035019565814,0.02133643813431263
306,0.6601744890213013,0.07252250611782074,0.0219035019565814,0.02133643813431263
307,0.6601085066795349,0.07251299917697906,0.0219035019565814,0.02133643813431263
308,0.6600425839424133,0.07250351458787918,0.0219035019565814,0.02133643813431263
309,0.6599766612052917,0.0724940076470375,0.0219035019565814,0.02133643813431263
310,0.6599107980728149,0.07248450815677643,0.0219035019565814,0.02133643813431263
311,0.6598449349403381,0.07247501611709595,0.0219035019565814,0.02133643813431263
312,0.6597790718078613,0.07246553152799606,0.0219035019565814,0.02133643813431263
313,0.6597133278846741,0.07245603948831558,0.0219035019565814,0.02133643813431263
314,0.6596475839614868,0.0724465474486351,0.0219035019565814,0.02133643813431263
315,0.6595818996429443,0.07243705540895462,0.0219035019565814,0.02133643813431263
316,0.6595162749290466,0.07242757081985474,0.0219035019565814,0.02133643813431263
317,0.6594505906105042,0.07241808623075485,0.0219035019565814,0.02133643813431263
318,0.6593850255012512,0.07240860909223557,0.0219035019565814,0.02133643813431263
319,0.6593194603919983,0.07239913195371628,0.0219035019565814,0.02133643813431263
320,0.6592538952827454,0.07238965481519699,0.0219035019565814,0.02133643813431263
321,0.6591885089874268,0.0723801702260971,0.0219035019565814,0.02133643813431263
322,0.6591229438781738,0.07237070053815842,0.0219035019565814,0.02133643813431263
323,0.6590575575828552,0.07236123085021973,0.0219035019565814,0.02133643813431263
324,0.6589922308921814,0.07235175371170044,0.0219035019565814,0.02133643813431263
325,0.6589268445968628,0.07234228402376175,0.0219035019565814,0.02133643813431263
326,0.6588616371154785,0.07233280688524246,0.0219035019565814,0.02133643813431263
327,0.6587962508201599,0.07232335209846497,0.0219035019565814,0.02133643813431263
328,0.6587310433387756,0.07231388986110687,0.0219035019565814,0.02133643813431263
329,0.6586658358573914,0.07230442762374878,0.0219035019565814,0.02133643813431263
330,0.6586006283760071,0.07229496538639069,0.0219035019565814,0.02133643813431263
331,0.6585355401039124,0.07228551059961319,0.0219035019565814,0.02133643813431263
332,0.6584704518318176,0.0722760558128357,0.0219035019565814,0.02133643813431263
333,0.6584053635597229,0.0722665935754776,0.0219035019565814,0.02133643813431263
334,0.658340334892273,0.0722571462392807,0.0219035019565814,0.02133643813431263
335,0.6582753658294678,0.07224768400192261,0.0219035019565814,0.02133643813431263
336,0.6582103967666626,0.07223823666572571,0.0219035019565814,0.02133643813431263
337,0.6581454873085022,0.07222878932952881,0.0219035019565814,0.02133643813431263
338,0.6580805778503418,0.07221933454275131,0.0219035019565814,0.02133643813431263
339,0.6580157279968262,0.07220989465713501,0.0219035019565814,0.02133643813431263
340,0.6579509973526001,0.07220044732093811,0.0219035019565814,0.02133643813431263
341,0.6578862071037292,0.07219100743532181,0.0219035019565814,0.02133643813431263
342,0.6578214764595032,0.07218156009912491,0.0219035019565814,0.02133643813431263
343,0.6577567458152771,0.0721721351146698,0.0219035019565814,0.02133643813431263
344,0.6576920747756958,0.0721626952290535,0.0219035019565814,0.02133643813431263
345,0.6576274037361145,0.0721532553434372,0.0219035019565814,0.02133643813431263
346,0.6575628519058228,0.07214382290840149,0.0219035019565814,0.02133643813431263
347,0.6574982404708862,0.07213439792394638,0.0219035019565814,0.02133643813431263
348,0.6574337482452393,0.07212495803833008,0.0219035019565814,0.02133643813431263
349,0.6573691964149475,0.07211553305387497,0.0219035019565814,0.02133643813431263
350,0.6573047041893005,0.07210610806941986,0.0219035019565814,0.02133643813431263
351,0.6572402715682983,0.07209668308496475,0.0219035019565814,0.02133643813431263
352,0.6571758985519409,0.07208725810050964,0.0219035019565814,0.02133643813431263
353,0.6571115255355835,0.07207784056663513,0.0219035019565814,0.02133643813431263
354,0.6570472121238708,0.07206841558218002,0.0219035019565814,0.02133643813431263
355,0.6569828987121582,0.07205900549888611,0.0219035019565814,0.02133643813431263
356,0.6569186449050903,0.072049580514431,0.0219035019565814,0.02133643813431263
357,0.6568544507026672,0.07204017043113708,0.0219035019565814,0.02133643813431263
358,0.6567901968955994,0.07203075289726257,0.0219035019565814,0.02133643813431263
359,0.6567261219024658,0.07202133536338806,0.0219035019565814,0.02133643813431263
360,0.6566620469093323,0.07201192528009415,0.0219035019565814,0.02133643813431263
361,0.656597912311554,0.07200252264738083,0.0219035019565814,0.02133643813431263
362,0.6565338373184204,0.07199310511350632,0.0219035019565814,0.02133643813431263
363,0.6564698219299316,0.0719837099313736,0.0219035019565814,0.02133643813431263
364,0.6564058661460876,0.07197431474924088,0.0219035019565814,0.02133643813431263
365,0.6563419103622437,0.07196490466594696,0.0219035019565814,0.02133643813431263
366,0.6562780141830444,0.07195550948381424,0.0219035019565814,0.02133643813431263
